age,annual_income,loan_amount,credit_score,debt_to_income,employment_years,num_open_accounts,delinquencies_2yrs,loan_term_months,home_ownership,default
48,41606.37,16360.36,585,0.285,24,5,2,48,MORTGAGE,1
34,56036.64,22135.18,613,0.381,34,13,0,12,MORTGAGE,1
58,42527.95,3238.28,701,0.274,20,19,1,48,OWN,0
56,44469.87,20888.45,568,0.328,2,9,1,36,MORTGAGE,1
69,32501.41,14836.04,636,0.231,39,0,1,36,MORTGAGE,0
28,80315.5,6530.9,619,0.366,12,16,1,48,RENT,0
41,76313.7,1000.0,642,0.438,29,3,1,60,OWN,0
66,65748.68,13908.21,569,0.318,35,3,0,12,MORTGAGE,0
46,94443.92,26581.7,502,0.049,39,12,0,12,MORTGAGE,1
67,51215.09,28397.48,692,0.439,4,15,1,48,RENT,0
21,115635.25,17843.01,727,0.368,7,15,0,12,RENT,0
22,50449.41,30696.05,507,0.201,25,17,2,36,MORTGAGE,1
60,60103.87,14656.47,680,0.466,30,17,1,36,RENT,0
38,47044.44,22626.43,737,0.14,33,2,0,24,MORTGAGE,0
46,62446.51,11390.15,698,0.507,22,6,0,36,OWN,0
41,71712.3,10883.21,617,0.341,6,14,1,12,MORTGAGE,1
40,52721.67,9579.93,575,0.01,28,7,0,24,RENT,0
67,90534.4,1000.0,656,0.377,26,14,1,12,OWN,0
25,59782.99,25296.74,670,0.289,18,9,1,60,MORTGAGE,1
58,60409.71,9866.94,658,0.266,25,9,1,60,RENT,0
64,36820.05,8588.49,636,0.239,8,0,1,24,RENT,0
53,63369.98,5560.23,563,0.331,32,12,0,12,OWN,0
40,52319.46,13365.12,684,0.277,1,17,0,24,RENT,1
28,42835.21,29107.94,688,0.071,33,16,1,60,MORTGAGE,0
54,39470.51,31750.23,666,0.541,33,6,1,60,MORTGAGE,0
43,108435.27,1713.06,659,0.313,27,13,1,48,MORTGAGE,0
28,49730.45,12164.42,784,0.24,32,3,0,60,OWN,0
38,25860.29,6725.14,600,0.181,36,12,0,12,OWN,0
68,41035.57,22906.7,753,0.466,6,8,0,36,MORTGAGE,0
34,53968.64,17292.75,591,0.155,21,18,0,48,RENT,1
29,65933.34,9907.45,739,0.37,25,14,1,12,RENT,0
54,66095.93,15580.58,749,0.262,37,1,2,36,MORTGAGE,0
30,68532.29,11180.65,627,0.271,29,17,0,24,RENT,0
66,42102.79,27913.97,783,0.184,23,14,1,12,RENT,0
63,61808.81,19375.68,688,0.257,22,4,0,24,RENT,0
69,37478.81,20358.59,580,0.351,5,5,2,60,RENT,1
65,42607.14,1000.0,620,0.385,12,3,0,36,OWN,0
32,36645.82,14465.69,741,0.232,17,6,0,12,OWN,1
31,31232.22,31665.69,724,0.336,35,18,1,48,RENT,0
37,76284.19,25609.03,565,0.483,34,18,1,36,MORTGAGE,1
44,68772.23,1000.0,639,0.101,25,11,0,24,MORTGAGE,0
64,74533.31,12492.59,666,0.349,4,7,0,24,OWN,0
56,55786.26,5387.84,609,0.207,28,7,0,36,RENT,0
52,70536.15,28688.81,839,0.192,18,19,1,60,OWN,0
64,19774.21,16954.23,669,0.389,26,3,1,48,MORTGAGE,1
52,72261.75,8857.64,645,0.268,17,15,2,36,RENT,0
39,58542.4,15273.26,745,0.167,28,19,1,24,OWN,0
41,67542.19,1000.0,621,0.549,8,17,0,12,OWN,1
46,62600.47,6320.31,731,0.488,5,14,2,12,MORTGAGE,1
25,35258.9,15291.55,517,0.06,8,17,1,12,MORTGAGE,1
57,25039.2,21765.4,614,0.129,36,4,0,60,RENT,0
52,40758.92,1000.0,734,0.439,3,19,0,36,RENT,1
56,66298.35,11950.76,776,0.307,11,1,0,12,RENT,0
47,68801.83,23077.49,588,0.575,13,0,0,60,RENT,1
59,27641.15,3388.37,579,0.442,33,3,0,12,OWN,0
67,35378.01,16833.46,695,0.395,14,12,0,48,MORTGAGE,0
48,40535.29,15527.8,600,0.197,35,4,0,12,OWN,1
42,47853.9,28715.04,629,0.424,39,12,0,36,MORTGAGE,1
26,27758.98,13158.91,720,0.159,26,2,1,36,OWN,0
59,26558.96,13627.2,606,0.546,13,13,1,60,MORTGAGE,1
65,38563.29,21839.68,493,0.413,23,4,0,48,RENT,1
55,56725.08,4389.21,546,0.226,26,10,2,36,MORTGAGE,1
63,31388.11,13232.93,651,0.471,4,2,1,36,RENT,1
63,52683.93,11354.2,501,0.686,33,19,0,48,RENT,1
60,76171.06,13888.71,626,0.317,17,7,0,36,MORTGAGE,0
45,28964.41,21787.25,539,0.433,33,12,1,48,RENT,1
25,50871.08,19433.29,781,0.285,24,9,1,36,RENT,0
21,75495.13,9010.54,823,0.363,34,11,0,60,OWN,0
31,46634.63,16093.59,565,0.124,3,9,0,12,RENT,1
42,43526.61,26923.53,671,0.35,1,1,0,48,MORTGAGE,1
57,78269.92,8349.07,573,0.357,4,16,0,60,OWN,1
43,48875.96,16161.33,625,0.62,34,12,1,48,OWN,0
22,77089.9,13454.71,794,0.081,39,5,0,60,RENT,0
31,63579.31,14495.96,613,0.308,39,1,0,36,MORTGAGE,0
68,48143.11,1954.74,627,0.543,13,17,0,36,OWN,0
69,64593.81,26286.1,575,0.314,10,6,0,12,MORTGAGE,1
39,61408.99,8805.18,742,0.324,13,18,0,24,OWN,0
60,75417.66,23208.58,389,0.225,32,15,0,12,MORTGAGE,1
56,44033.09,10028.99,615,0.21,10,19,0,48,OWN,0
66,55824.12,9995.96,646,0.076,21,13,0,48,MORTGAGE,0
64,53769.69,24704.99,597,0.256,25,3,1,12,MORTGAGE,1
51,69082.96,22951.08,719,0.202,14,0,0,60,RENT,0
40,34496.42,16669.33,746,0.368,18,4,0,24,RENT,0
51,75339.54,21089.2,537,0.232,26,8,0,48,MORTGAGE,1
36,64326.58,12691.58,817,0.278,31,12,0,60,RENT,0
38,28661.5,14933.06,536,0.282,7,17,0,60,RENT,1
50,79165.26,9707.0,753,0.343,20,2,2,12,MORTGAGE,0
48,99681.86,22232.52,662,0.271,6,12,0,12,OWN,0
49,75036.68,9452.69,610,0.191,0,1,0,12,RENT,0
39,83539.7,26881.25,617,0.363,25,9,0,60,RENT,0
41,56707.43,12473.33,647,0.51,19,1,0,36,RENT,0
21,21769.9,15164.07,667,0.369,10,7,1,12,MORTGAGE,1
50,18117.59,21069.82,576,0.259,2,12,0,36,OWN,1
49,60101.64,15190.92,631,0.332,37,14,0,36,MORTGAGE,0
66,43160.42,12616.73,588,0.042,33,16,0,36,MORTGAGE,0
45,36708.47,14759.81,553,0.329,37,10,0,48,RENT,1
43,53745.07,22150.55,585,0.29,4,5,0,12,RENT,1
24,67311.71,9697.18,558,0.21,0,18,0,24,MORTGAGE,1
30,25944.85,13990.1,616,0.237,8,18,0,48,MORTGAGE,0
37,46022.45,15082.29,685,0.288,4,19,0,60,RENT,0
39,85197.41,21916.68,660,0.499,18,15,1,24,RENT,0
38,33494.23,14201.24,808,0.514,25,15,0,36,MORTGAGE,0
40,72395.22,29466.39,473,0.211,7,1,1,60,MORTGAGE,1
58,45305.38,13747.69,688,0.272,15,11,0,48,MORTGAGE,1
27,65915.88,13098.53,651,0.276,21,8,0,24,RENT,0
37,76946.55,13631.74,715,0.471,12,5,0,36,MORTGAGE,0
28,69825.64,4466.87,707,0.372,18,1,0,12,MORTGAGE,0
36,73183.19,6706.19,637,0.364,23,4,1,36,OWN,0
54,31968.13,10754.66,664,0.43,38,18,0,36,OWN,0
23,77273.19,24086.64,590,0.261,12,18,0,12,MORTGAGE,1
37,37946.14,14734.99,699,0.555,3,14,0,24,MORTGAGE,0
22,60190.84,11122.85,500,0.35,34,2,0,60,MORTGAGE,1
67,60164.92,24812.28,712,0.222,23,13,0,48,OWN,0
56,64702.45,27409.42,648,0.316,18,2,0,36,RENT,0
32,61739.13,25043.06,611,0.535,28,13,1,24,MORTGAGE,1
30,38123.8,8175.28,631,0.286,39,0,4,12,RENT,0
25,28002.65,11038.01,637,0.492,5,5,0,36,MORTGAGE,1
44,72446.97,29509.89,754,0.256,34,2,0,36,OWN,0
57,58716.69,16929.12,850,0.235,25,18,0,12,OWN,0
49,77987.54,12858.98,748,0.449,23,11,1,60,RENT,0
64,54105.34,20746.78,605,0.219,34,18,1,36,RENT,0
37,26896.71,23058.39,700,0.473,12,0,0,12,OWN,1
34,74322.59,10428.4,704,0.403,31,14,0,12,RENT,0
44,47592.59,16755.52,576,0.219,22,9,0,60,MORTGAGE,1
30,61840.07,22412.48,549,0.339,37,9,0,24,MORTGAGE,0
68,42050.81,5717.7,645,0.268,18,17,0,24,RENT,0
30,87886.03,15098.76,715,0.402,28,0,0,12,MORTGAGE,0
44,37468.7,6084.88,521,0.633,19,18,0,60,RENT,1
46,48251.4,7131.36,592,0.294,15,0,0,60,RENT,1
23,57148.97,10495.2,696,0.43,15,7,0,24,MORTGAGE,0
43,33156.35,18816.96,653,0.354,36,2,0,48,RENT,1
43,61610.39,12423.82,763,0.354,33,10,0,36,OWN,0
33,87238.21,9812.66,537,0.325,9,11,1,12,RENT,1
27,45190.76,15412.44,838,0.221,34,12,1,48,RENT,0
23,62902.86,5824.3,527,0.4,23,15,0,12,RENT,1
21,12000.0,18430.43,488,0.307,4,15,2,60,OWN,1
44,54221.42,24051.09,645,0.214,30,18,1,12,RENT,0
25,48739.15,14366.37,559,0.502,6,8,1,24,RENT,1
68,38630.05,13378.81,647,0.365,34,3,2,24,MORTGAGE,1
32,76629.01,17987.52,644,0.316,18,3,1,24,RENT,0
52,48475.13,1000.0,634,0.551,36,5,0,36,RENT,0
54,51450.45,19294.54,583,0.075,19,12,0,48,RENT,0
45,47456.14,39815.09,685,0.541,3,1,1,24,MORTGAGE,1
64,16663.68,14018.59,625,0.218,30,19,0,36,OWN,1
26,32360.27,14047.0,738,0.382,29,19,1,60,MORTGAGE,0
32,74221.87,20948.86,636,0.262,12,3,1,36,MORTGAGE,0
33,12800.99,28162.66,573,0.212,8,15,0,48,RENT,1
27,39673.69,22799.74,515,0.547,34,11,0,24,MORTGAGE,1
35,47005.6,1000.0,636,0.628,31,9,1,12,OWN,0
36,89872.44,19507.19,548,0.317,11,14,1,24,OWN,0
58,70372.08,35575.44,542,0.4,28,11,0,12,OWN,1
35,43856.59,19979.53,692,0.359,9,6,0,60,MORTGAGE,1
63,81090.27,5763.18,508,0.61,7,11,1,12,RENT,1
58,40189.68,17254.64,763,0.033,26,2,2,60,RENT,0
65,75182.0,4754.5,663,0.407,33,5,0,12,MORTGAGE,0
26,27822.46,24862.43,646,0.241,36,19,0,12,MORTGAGE,0
69,76465.16,7352.94,567,0.0,18,3,1,36,OWN,0
51,46877.33,15593.95,711,0.296,5,11,2,12,RENT,0
69,34429.92,8137.76,650,0.627,21,5,0,12,RENT,1
38,50657.13,10628.42,595,0.252,27,9,2,48,OWN,1
67,60546.88,26889.21,666,0.469,38,4,0,12,MORTGAGE,0
49,45105.03,15827.66,515,0.53,4,11,0,36,OWN,1
24,66079.07,10526.38,519,0.348,26,11,0,12,RENT,1
41,43340.12,5838.18,560,0.368,20,12,1,12,OWN,0
27,67407.45,1000.0,678,0.093,23,6,1,48,RENT,0
67,63844.44,4989.75,650,0.243,3,11,1,24,OWN,0
35,53781.54,15895.67,734,0.486,0,14,1,12,MORTGAGE,0
31,46172.35,22841.87,576,0.359,24,14,1,48,OWN,1
48,58030.82,10517.19,696,0.405,7,11,0,60,RENT,0
41,66005.07,27564.35,641,0.37,24,5,0,36,RENT,0
25,96235.98,9260.0,575,0.679,1,10,0,24,RENT,1
61,73788.41,13095.91,681,0.285,32,10,0,60,OWN,0
62,74519.8,6363.39,645,0.591,13,19,0,24,RENT,1
57,116770.24,22926.09,600,0.37,18,7,0,48,MORTGAGE,0
51,65319.17,31780.08,653,0.604,13,6,0,36,RENT,1
40,64692.87,1000.0,640,0.166,16,14,0,48,RENT,0
47,69080.3,12230.7,638,0.378,21,12,1,36,OWN,1
46,34820.68,25118.24,617,0.291,25,8,0,36,MORTGAGE,0
29,46121.97,3424.44,546,0.371,27,0,1,36,MORTGAGE,1
25,44876.61,19533.47,656,0.533,39,14,0,24,MORTGAGE,0
33,67952.28,24771.78,586,0.407,7,14,2,36,OWN,1
43,51516.51,15625.83,568,0.533,34,18,0,12,OWN,1
28,57764.47,19402.1,631,0.249,24,10,2,24,OWN,0
26,76749.09,29087.22,709,0.227,12,10,0,12,RENT,0
62,72263.01,30587.41,665,0.352,36,4,2,24,RENT,0
39,51765.58,14504.26,608,0.344,28,9,0,24,MORTGAGE,0
49,41600.1,10740.98,604,0.322,7,0,0,12,OWN,1
46,77705.49,7640.16,701,0.206,6,10,0,24,MORTGAGE,0
57,70477.82,22815.71,458,0.53,26,14,1,48,MORTGAGE,1
57,22874.86,4025.8,714,0.296,29,15,0,60,RENT,0
35,48736.92,12979.41,500,0.564,1,13,0,48,MORTGAGE,1
62,58310.31,15821.52,537,0.352,25,16,2,48,RENT,1
39,70576.59,10975.98,609,0.447,21,13,2,48,MORTGAGE,0
61,73202.03,17238.56,824,0.434,38,15,0,60,RENT,0
40,60678.12,35516.11,784,0.226,29,8,1,60,RENT,0
26,66704.95,14027.21,707,0.405,36,12,0,12,OWN,0
58,56282.74,11516.75,679,0.639,1,12,1,36,OWN,1
22,41522.97,23122.65,501,0.388,30,11,1,60,RENT,1
58,49774.71,16916.67,663,0.485,13,11,0,60,MORTGAGE,1
23,55379.82,26514.69,606,0.454,22,15,1,36,RENT,1
31,54306.41,16317.5,585,0.396,35,4,0,36,MORTGAGE,1
50,17288.54,13012.61,662,0.378,34,6,0,12,RENT,0
67,47050.33,1000.0,612,0.432,9,10,0,36,MORTGAGE,1
41,56124.11,2042.12,720,0.464,9,12,0,36,MORTGAGE,0
26,49372.6,1000.0,495,0.147,28,10,0,48,OWN,1
32,50063.52,18034.71,656,0.387,35,3,0,36,OWN,1
64,64759.83,4102.0,580,0.322,24,16,0,24,RENT,1
56,33420.86,25044.62,617,0.291,2,10,0,60,MORTGAGE,1
25,22439.16,15241.97,674,0.544,6,8,0,24,RENT,1
39,48036.6,13046.5,561,0.24,29,17,0,24,OWN,0
33,70282.29,8249.16,663,0.141,29,8,0,36,RENT,0
29,88751.06,19978.07,633,0.469,35,3,0,24,MORTGAGE,0
62,70642.56,8564.02,597,0.137,21,19,3,12,OWN,0
51,25634.72,7116.98,612,0.061,17,7,1,48,OWN,0
29,50352.66,24506.8,638,0.486,4,17,0,24,RENT,1
52,60132.69,17836.97,589,0.374,31,10,1,60,RENT,0
41,58551.82,13120.56,651,0.421,37,4,1,48,OWN,1
24,65786.09,20131.46,628,0.284,1,7,0,36,MORTGAGE,0
43,36659.02,15071.45,601,0.142,19,18,0,36,OWN,1
30,56298.86,18064.11,777,0.172,14,18,1,60,RENT,0
33,63406.46,8465.22,683,0.309,29,2,0,12,OWN,0
64,71513.42,31563.19,619,0.159,30,19,0,24,RENT,0
55,38885.64,10363.04,662,0.396,8,17,1,12,OWN,1
27,48096.86,27448.13,568,0.281,38,12,1,12,OWN,0
62,12000.0,13489.05,615,0.378,5,3,0,60,RENT,1
49,42570.76,21456.78,624,0.373,31,11,0,12,RENT,0
63,44511.7,20873.79,550,0.408,29,8,1,60,OWN,1
57,34608.31,24174.81,681,0.425,6,2,0,48,OWN,1
37,58312.24,8275.01,610,0.298,26,19,0,48,MORTGAGE,0
47,53881.09,23605.08,622,0.378,10,12,1,48,OWN,1
47,12000.0,29771.52,605,0.385,10,1,0,12,OWN,1
56,59310.16,12930.46,850,0.0,3,6,0,12,OWN,0
33,36433.52,15277.65,597,0.447,29,16,0,24,MORTGAGE,0
37,64713.78,10812.43,485,0.372,32,8,1,48,RENT,1
32,29362.98,12228.51,522,0.435,20,9,2,24,OWN,1
35,55600.13,28691.38,711,0.157,31,2,1,12,OWN,0
28,49336.73,6966.12,757,0.303,13,2,0,48,OWN,0
22,61062.04,7463.05,595,0.186,22,19,0,48,MORTGAGE,0
67,57493.95,27887.21,752,0.462,31,19,1,36,OWN,0
24,49896.72,19996.39,709,0.139,17,1,1,36,RENT,0
64,24274.55,31962.96,635,0.211,24,10,0,48,MORTGAGE,1
21,25455.84,11396.49,629,0.43,5,13,1,48,RENT,0
59,43322.26,16010.25,664,0.256,20,17,0,24,MORTGAGE,0
37,54834.4,9714.58,720,0.211,34,11,1,12,OWN,0
46,42835.04,16146.41,682,0.486,30,17,2,60,OWN,1
34,67504.24,1000.0,596,0.492,12,2,0,12,RENT,0
45,49415.58,20479.64,636,0.458,21,0,2,36,MORTGAGE,1
43,35699.75,17587.79,809,0.477,24,9,1,60,OWN,0
46,49438.07,14539.56,670,0.315,37,5,0,36,MORTGAGE,0
40,59517.2,11877.09,720,0.319,33,15,0,60,MORTGAGE,0
47,61497.69,7841.97,693,0.253,32,6,0,36,MORTGAGE,0
61,92567.58,20821.7,672,0.375,30,8,0,48,RENT,0
42,41621.81,5631.28,659,0.271,14,10,0,36,RENT,0
38,53530.43,19095.17,722,0.285,15,19,1,24,OWN,0
27,63522.48,31595.61,707,0.44,18,1,0,60,RENT,0
38,54531.54,26884.17,671,0.528,17,11,0,36,MORTGAGE,1
27,44987.64,2958.98,594,0.41,38,7,0,36,MORTGAGE,0
29,24014.86,10706.1,681,0.619,35,0,1,48,OWN,1
67,44783.31,18371.61,645,0.244,35,16,0,60,MORTGAGE,0
25,33525.95,14437.74,625,0.074,24,18,1,60,OWN,0
44,20467.87,3804.75,850,0.457,7,3,0,24,MORTGAGE,0
61,39086.42,18082.53,527,0.234,5,15,1,24,RENT,1
67,34058.17,14919.86,727,0.309,10,14,0,24,RENT,0
28,66675.73,30314.6,581,0.085,26,14,1,24,MORTGAGE,0
29,67021.84,12974.17,660,0.215,14,9,1,24,MORTGAGE,0
39,36922.41,24344.03,850,0.125,26,6,1,36,RENT,0
48,49795.43,4863.29,573,0.285,35,1,2,12,MORTGAGE,0
68,17835.15,6775.93,592,0.291,13,0,1,36,OWN,0
31,45113.2,20773.3,649,0.363,37,3,0,60,MORTGAGE,0
29,62979.64,23669.85,582,0.536,20,10,0,36,RENT,1
33,71498.76,7340.86,721,0.452,32,2,0,12,MORTGAGE,0
63,40739.06,15192.62,607,0.107,2,13,1,24,RENT,1
22,76037.1,3947.37,702,0.441,11,12,0,24,RENT,0
39,24686.16,13550.24,544,0.367,37,6,0,36,MORTGAGE,1
26,30047.44,21695.38,505,0.335,35,1,1,24,MORTGAGE,1
28,69193.24,11520.33,632,0.347,22,10,0,24,RENT,0
65,88422.42,13007.72,525,0.381,1,16,0,48,OWN,1
21,64868.64,5961.64,771,0.246,2,7,0,12,MORTGAGE,0
36,54193.15,9813.13,528,0.323,16,16,1,60,OWN,1
65,12000.0,29064.89,567,0.528,35,5,0,24,OWN,1
50,14551.06,15583.4,683,0.244,15,1,0,60,RENT,0
24,57588.19,6981.54,603,0.196,35,12,0,12,OWN,0
43,47838.75,12481.82,529,0.341,21,17,0,24,MORTGAGE,1
68,32883.3,2220.58,813,0.18,5,17,0,24,OWN,0
40,56310.65,6886.72,570,0.092,22,19,2,36,RENT,1
46,57302.63,25882.72,634,0.298,14,2,0,12,MORTGAGE,0
47,73888.32,13860.14,633,0.567,9,0,1,24,OWN,1
53,57732.05,30125.84,707,0.344,27,11,0,60,RENT,0
30,79567.89,14237.22,687,0.377,8,19,0,60,OWN,0
62,55159.88,14712.17,584,0.03,36,19,0,36,RENT,0
69,52693.3,20127.15,624,0.416,32,5,1,12,MORTGAGE,1
27,76286.24,1000.0,632,0.364,31,7,3,24,MORTGAGE,0
61,35431.18,16639.51,710,0.25,3,13,1,60,MORTGAGE,0
61,111288.95,14608.11,557,0.377,38,18,1,60,OWN,1
57,62505.15,26888.31,811,0.376,19,3,1,60,RENT,0
39,62616.59,22717.44,589,0.191,29,19,0,60,RENT,0
43,65501.92,5930.47,649,0.4,7,16,0,48,RENT,1
62,92542.73,24937.11,557,0.53,30,1,0,48,OWN,0
28,70850.15,12901.48,546,0.316,12,16,0,48,RENT,1
61,22898.88,7764.37,580,0.22,28,12,0,48,MORTGAGE,1
66,83069.41,16576.83,572,0.323,11,19,0,24,RENT,1
54,48182.07,13377.85,617,0.478,37,4,0,48,RENT,1
37,57143.1,27307.72,572,0.166,28,19,0,24,MORTGAGE,1
48,29414.92,17724.98,706,0.437,18,0,0,48,MORTGAGE,0
23,65524.04,16645.27,587,0.248,18,1,0,24,OWN,0
66,41972.51,22205.18,578,0.386,0,8,0,36,RENT,1
37,57003.39,23742.97,619,0.265,11,13,0,12,RENT,0
23,49318.02,21268.84,729,0.265,31,3,0,60,OWN,0
59,93500.26,26355.71,667,0.578,33,5,1,48,MORTGAGE,0
53,94645.21,19869.46,642,0.139,39,7,0,12,OWN,0
51,55930.26,16341.21,535,0.423,3,2,0,36,RENT,1
23,56279.55,24913.38,559,0.61,10,3,1,36,OWN,1
57,47531.14,14272.83,548,0.453,30,2,0,60,RENT,1
52,77120.13,15265.97,755,0.15,14,19,0,48,OWN,0
59,48421.6,28772.62,692,0.158,9,18,0,60,OWN,0
61,46573.25,27975.39,581,0.237,11,12,0,36,MORTGAGE,1
31,74571.86,14934.59,605,0.374,36,13,2,12,RENT,0
31,44234.02,11371.59,584,0.384,34,2,0,48,OWN,1
66,54244.9,26705.39,579,0.159,0,1,0,24,RENT,1
47,23373.78,21403.35,687,0.219,33,7,2,48,OWN,0
42,69083.81,17524.65,627,0.228,22,19,0,36,MORTGAGE,0
35,93817.34,12425.02,816,0.323,33,9,0,24,MORTGAGE,0
52,69424.51,17653.57,750,0.648,24,16,1,12,MORTGAGE,0
57,84235.98,14826.33,755,0.21,27,7,0,60,RENT,0
21,38077.96,9685.29,704,0.203,23,6,0,48,MORTGAGE,0
48,59726.49,16032.34,616,0.18,29,16,0,24,MORTGAGE,0
69,36136.8,17123.39,698,0.445,32,9,1,48,MORTGAGE,0
34,50444.69,11996.84,622,0.344,20,14,0,60,MORTGAGE,0
34,70444.23,22230.61,780,0.216,4,14,1,48,RENT,0
64,57036.41,25310.66,682,0.296,3,14,1,60,MORTGAGE,0
24,26747.18,22759.18,671,0.231,16,13,0,36,MORTGAGE,0
40,28699.42,12790.01,660,0.394,18,16,0,24,RENT,0
43,27376.72,21046.57,789,0.753,34,9,0,60,OWN,0
60,64829.05,15623.69,535,0.433,1,6,1,48,OWN,1
27,96277.89,5114.03,797,0.336,35,10,0,48,RENT,0
42,82249.16,20381.84,635,0.25,2,6,1,48,RENT,1
28,17080.3,16169.05,538,0.148,19,0,1,60,RENT,1
59,83421.52,35748.38,590,0.46,16,7,0,48,RENT,1
51,73728.01,26658.17,518,0.452,22,10,1,60,OWN,1
45,24094.0,20689.2,702,0.28,1,10,1,12,RENT,0
40,48935.97,16993.36,567,0.532,30,6,0,48,RENT,1
28,76910.45,16309.78,663,0.353,5,14,1,24,OWN,0
66,66008.67,6970.48,741,0.466,31,5,0,12,RENT,0
52,28818.1,1088.1,596,0.394,22,12,0,24,OWN,1
36,67214.84,8019.53,629,0.323,35,5,0,60,OWN,0
41,12249.99,14618.26,546,0.207,39,19,0,60,OWN,1
56,50543.56,1000.0,619,0.328,33,12,1,24,OWN,1
56,77759.14,10645.43,850,0.476,18,11,0,12,RENT,0
43,55367.88,13019.1,712,0.274,16,8,0,36,RENT,0
35,45021.25,13276.59,629,0.416,26,15,0,24,OWN,1
53,72786.93,9706.21,601,0.188,25,8,0,36,OWN,0
53,74495.04,12267.89,647,0.467,31,16,0,48,MORTGAGE,0
50,81200.79,28791.15,660,0.397,19,3,0,24,RENT,0
24,72486.85,20297.16,616,0.17,18,16,1,12,RENT,0
44,76627.5,10517.59,692,0.316,4,19,1,12,OWN,0
51,69658.17,14453.22,574,0.49,6,4,0,48,MORTGAGE,1
67,60310.57,14773.49,573,0.161,32,4,0,12,RENT,0
46,56790.18,8856.36,680,0.189,39,19,0,24,RENT,0
37,50254.81,8846.96,557,0.34,24,8,0,60,OWN,1
48,30752.63,23084.19,708,0.67,13,13,1,12,OWN,0
29,35893.77,11641.72,649,0.249,2,3,0,48,OWN,0
25,49359.71,6242.43,504,0.424,1,8,0,12,RENT,1
54,59829.04,14654.88,659,0.389,27,14,0,60,OWN,0
69,83816.25,15944.08,515,0.262,25,17,1,48,OWN,1
62,54164.06,1000.0,705,0.374,11,8,1,60,RENT,0
49,75069.53,14674.03,630,0.283,7,1,0,48,MORTGAGE,0
22,76586.31,21943.84,798,0.296,2,8,0,36,OWN,0
69,50371.06,18609.84,736,0.101,27,12,1,60,RENT,0
43,66893.8,32838.36,565,0.346,24,17,1,48,MORTGAGE,1
35,50129.44,25008.88,488,0.485,13,16,0,12,MORTGAGE,1
64,81442.72,26591.47,590,0.359,29,15,0,36,RENT,1
57,67716.87,37400.69,552,0.514,33,3,0,36,MORTGAGE,1
57,31190.32,21065.25,796,0.437,20,10,0,24,OWN,0
34,58230.49,16304.56,649,0.341,10,11,0,36,RENT,0
69,87962.24,22789.92,725,0.256,0,9,1,60,OWN,0
43,51375.38,10526.11,627,0.277,31,18,0,12,RENT,0
47,63954.3,15861.49,636,0.129,23,19,0,60,MORTGAGE,0
57,65917.58,9818.18,647,0.31,13,4,0,48,RENT,0
53,34267.54,18183.88,739,0.372,0,19,0,12,OWN,0
29,65214.16,9784.73,675,0.607,32,16,0,24,RENT,0
35,27123.3,9504.57,565,0.429,37,14,0,60,MORTGAGE,1
38,42487.52,18307.79,780,0.22,19,7,0,48,RENT,0
67,76514.46,13898.31,627,0.134,10,15,0,12,OWN,0
56,62135.13,1000.0,614,0.319,24,11,1,12,OWN,0
38,48910.44,3355.54,424,0.472,34,17,0,60,OWN,1
57,63929.22,5821.87,701,0.317,23,14,1,12,OWN,0
57,53798.16,7936.22,658,0.431,0,19,0,48,RENT,1
40,55251.57,18315.39,658,0.323,7,8,0,60,OWN,1
40,68136.37,16751.51,618,0.458,3,1,0,12,OWN,1
64,40452.65,23522.23,604,0.11,16,9,0,12,RENT,1
48,55806.73,21022.41,620,0.591,18,19,0,60,RENT,1
28,48754.64,23575.22,687,0.183,21,13,1,60,RENT,0
56,23287.93,19867.17,701,0.469,30,14,0,36,OWN,0
49,36590.88,16677.43,632,0.309,4,12,0,24,RENT,0
45,86364.13,23794.81,726,0.333,37,11,0,12,RENT,0
56,62694.47,22355.3,644,0.314,10,1,1,60,MORTGAGE,0
65,28528.23,18008.76,610,0.388,20,8,0,48,MORTGAGE,1
37,24192.91,25168.57,666,0.419,8,1,1,60,MORTGAGE,1
41,52756.72,1000.0,541,0.509,14,6,0,48,MORTGAGE,1
30,86223.73,12676.29,669,0.561,33,14,0,36,OWN,0
52,51264.84,12553.68,527,0.4,1,16,0,36,MORTGAGE,1
40,81139.99,24221.46,568,0.607,19,4,0,24,MORTGAGE,1
37,62038.62,27571.16,489,0.364,23,13,0,48,RENT,1
55,64425.01,3398.57,636,0.512,22,4,3,12,RENT,0
40,28285.59,26289.34,779,0.414,15,4,0,12,MORTGAGE,0
43,73750.46,5628.44,641,0.268,15,19,1,60,MORTGAGE,0
42,48301.36,5870.28,701,0.377,36,12,0,24,MORTGAGE,0
33,72261.85,13125.71,838,0.425,9,3,0,12,OWN,0
27,38716.6,12454.35,682,0.345,19,2,0,48,MORTGAGE,0
61,58540.99,2532.66,589,0.412,14,0,0,24,MORTGAGE,1
25,62040.06,20199.02,600,0.48,30,9,0,24,MORTGAGE,1
36,51919.33,20435.22,650,0.346,32,2,0,36,OWN,1
53,63090.9,23432.33,599,0.0,33,11,1,36,RENT,0
27,49672.06,11532.36,605,0.602,3,8,0,48,MORTGAGE,1
53,42018.8,14683.34,729,0.305,3,12,0,60,MORTGAGE,0
56,87109.67,14756.58,732,0.227,15,4,1,60,MORTGAGE,0
53,75979.06,28503.96,518,0.181,17,2,0,60,OWN,1
